window_id	cluster_rep	organism	phylum	label
bsubtilis_168_rbs_positive_SD_3656	bsubtilis_168_rbs_positive_SD_3656	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3657	bsubtilis_168_rbs_positive_SD_3657	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3658	bsubtilis_168_rbs_positive_SD_3658	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3659	bsubtilis_168_rbs_positive_SD_3659	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_366	bsubtilis_168_rbs_positive_SD_366	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3660	bsubtilis_168_rbs_positive_SD_3660	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3661	bsubtilis_168_rbs_positive_SD_3661	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3662	bsubtilis_168_rbs_positive_SD_3662	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3663	bsubtilis_168_rbs_positive_SD_3663	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3665	bsubtilis_168_rbs_positive_SD_3665	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3666	bsubtilis_168_rbs_positive_SD_3666	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3667	bsubtilis_168_rbs_positive_SD_3667	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3668	bsubtilis_168_rbs_positive_SD_3668	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3669	bsubtilis_168_rbs_positive_SD_3669	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_367	bsubtilis_168_rbs_positive_SD_367	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3671	bsubtilis_168_rbs_positive_SD_3671	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3672	bsubtilis_168_rbs_positive_SD_3672	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3673	bsubtilis_168_rbs_positive_SD_3673	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3674	bsubtilis_168_rbs_positive_SD_3674	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3675	bsubtilis_168_rbs_positive_SD_3675	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3678	bsubtilis_168_rbs_positive_SD_3678	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3679	bsubtilis_168_rbs_positive_SD_3679	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_368	bsubtilis_168_rbs_positive_SD_368	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3680	bsubtilis_168_rbs_positive_SD_3680	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3681	bsubtilis_168_rbs_positive_SD_3681	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3682	bsubtilis_168_rbs_positive_SD_3682	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3683	bsubtilis_168_rbs_positive_SD_3683	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3684	bsubtilis_168_rbs_positive_SD_3684	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3685	bsubtilis_168_rbs_positive_SD_3685	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3687	bsubtilis_168_rbs_positive_SD_3687	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3689	bsubtilis_168_rbs_positive_SD_3689	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_369	bsubtilis_168_rbs_positive_SD_369	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3690	bsubtilis_168_rbs_positive_SD_3690	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3691	bsubtilis_168_rbs_positive_SD_3691	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3692	bsubtilis_168_rbs_positive_SD_3692	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3693	bsubtilis_168_rbs_positive_SD_3693	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3695	bsubtilis_168_rbs_positive_SD_3695	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3696	bsubtilis_168_rbs_positive_SD_3696	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3697	bsubtilis_168_rbs_positive_SD_3697	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3698	bsubtilis_168_rbs_positive_SD_3698	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3699	bsubtilis_168_rbs_positive_SD_3699	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_37	bsubtilis_168_rbs_positive_SD_37	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_370	bsubtilis_168_rbs_positive_SD_370	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3700	bsubtilis_168_rbs_positive_SD_3700	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3701	bsubtilis_168_rbs_positive_SD_3701	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3702	bsubtilis_168_rbs_positive_SD_3702	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3703	bsubtilis_168_rbs_positive_SD_3703	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3704	bsubtilis_168_rbs_positive_SD_3704	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3705	bsubtilis_168_rbs_positive_SD_3705	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3706	bsubtilis_168_rbs_positive_SD_3706	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3707	bsubtilis_168_rbs_positive_SD_3707	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3708	bsubtilis_168_rbs_positive_SD_3708	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3709	bsubtilis_168_rbs_positive_SD_3709	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_371	bsubtilis_168_rbs_positive_SD_371	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3711	bsubtilis_168_rbs_positive_SD_3711	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3712	bsubtilis_168_rbs_positive_SD_3712	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3714	bsubtilis_168_rbs_positive_SD_3714	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3715	bsubtilis_168_rbs_positive_SD_3715	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3716	bsubtilis_168_rbs_positive_SD_3716	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3717	bsubtilis_168_rbs_positive_SD_3717	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3718	bsubtilis_168_rbs_positive_SD_3718	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3719	bsubtilis_168_rbs_positive_SD_3719	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_372	bsubtilis_168_rbs_positive_SD_372	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3720	bsubtilis_168_rbs_positive_SD_3720	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3721	bsubtilis_168_rbs_positive_SD_3721	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3722	bsubtilis_168_rbs_positive_SD_3722	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3724	bsubtilis_168_rbs_positive_SD_3724	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3726	bsubtilis_168_rbs_positive_SD_3726	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3727	bsubtilis_168_rbs_positive_SD_3727	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3728	bsubtilis_168_rbs_positive_SD_3728	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3729	bsubtilis_168_rbs_positive_SD_3729	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_373	bsubtilis_168_rbs_positive_SD_373	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3730	bsubtilis_168_rbs_positive_SD_3730	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3731	bsubtilis_168_rbs_positive_SD_3731	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3732	bsubtilis_168_rbs_positive_SD_3732	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3733	bsubtilis_168_rbs_positive_SD_3733	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3734	bsubtilis_168_rbs_positive_SD_3734	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3735	bsubtilis_168_rbs_positive_SD_3735	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3736	bsubtilis_168_rbs_positive_SD_3736	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3737	bsubtilis_168_rbs_positive_SD_3737	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3738	bsubtilis_168_rbs_positive_SD_3738	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3739	bsubtilis_168_rbs_positive_SD_3739	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_374	bsubtilis_168_rbs_positive_SD_374	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3740	bsubtilis_168_rbs_positive_SD_3740	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3741	bsubtilis_168_rbs_positive_SD_3741	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3742	bsubtilis_168_rbs_positive_SD_3742	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3744	bsubtilis_168_rbs_positive_SD_3744	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3745	bsubtilis_168_rbs_positive_SD_3745	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3746	bsubtilis_168_rbs_positive_SD_3746	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3747	bsubtilis_168_rbs_positive_SD_3747	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3748	bsubtilis_168_rbs_positive_SD_3748	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3749	bsubtilis_168_rbs_positive_SD_3749	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_375	bsubtilis_168_rbs_positive_SD_375	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3751	bsubtilis_168_rbs_positive_SD_3751	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3752	bsubtilis_168_rbs_positive_SD_4292	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3753	bsubtilis_168_rbs_positive_SD_3753	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3754	bsubtilis_168_rbs_positive_SD_3754	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3755	bsubtilis_168_rbs_positive_SD_3755	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3758	bsubtilis_168_rbs_positive_SD_3758	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3759	bsubtilis_168_rbs_positive_SD_3759	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_376	bsubtilis_168_rbs_positive_SD_376	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3760	bsubtilis_168_rbs_positive_SD_3760	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3761	bsubtilis_168_rbs_positive_SD_3761	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3762	bsubtilis_168_rbs_positive_SD_3762	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3763	bsubtilis_168_rbs_positive_SD_3763	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3764	bsubtilis_168_rbs_positive_SD_3764	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3765	bsubtilis_168_rbs_positive_SD_3765	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3766	bsubtilis_168_rbs_positive_SD_3766	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3767	bsubtilis_168_rbs_positive_SD_3767	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3768	bsubtilis_168_rbs_positive_SD_3768	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3769	bsubtilis_168_rbs_positive_SD_3769	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3770	bsubtilis_168_rbs_positive_SD_3770	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3771	bsubtilis_168_rbs_positive_SD_3771	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3773	bsubtilis_168_rbs_positive_SD_3773	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3774	bsubtilis_168_rbs_positive_SD_3774	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3775	bsubtilis_168_rbs_positive_SD_3775	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3777	bsubtilis_168_rbs_positive_SD_3777	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3778	bsubtilis_168_rbs_positive_SD_3778	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3779	bsubtilis_168_rbs_positive_SD_3779	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_378	bsubtilis_168_rbs_positive_SD_378	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3780	bsubtilis_168_rbs_positive_SD_3780	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3781	bsubtilis_168_rbs_positive_SD_3781	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3782	bsubtilis_168_rbs_positive_SD_3782	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3783	bsubtilis_168_rbs_positive_SD_3783	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3784	bsubtilis_168_rbs_positive_SD_3784	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3785	bsubtilis_168_rbs_positive_SD_3785	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3787	bsubtilis_168_rbs_positive_SD_3787	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3788	bsubtilis_168_rbs_positive_SD_3788	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3789	bsubtilis_168_rbs_positive_SD_3789	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3790	bsubtilis_168_rbs_positive_SD_3790	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3792	bsubtilis_168_rbs_positive_SD_3792	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3793	bsubtilis_168_rbs_positive_SD_3793	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3794	bsubtilis_168_rbs_positive_SD_3794	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3795	bsubtilis_168_rbs_positive_SD_3795	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3796	bsubtilis_168_rbs_positive_SD_3796	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3797	bsubtilis_168_rbs_positive_SD_3797	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3798	bsubtilis_168_rbs_positive_SD_3798	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_38	bsubtilis_168_rbs_positive_SD_38	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3800	bsubtilis_168_rbs_positive_SD_3800	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3801	bsubtilis_168_rbs_positive_SD_3801	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3803	bsubtilis_168_rbs_positive_SD_3803	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3804	bsubtilis_168_rbs_positive_SD_3804	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3805	bsubtilis_168_rbs_positive_SD_3805	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3806	bsubtilis_168_rbs_positive_SD_3806	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3807	bsubtilis_168_rbs_positive_SD_3807	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3808	bsubtilis_168_rbs_positive_SD_3808	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_381	bsubtilis_168_rbs_positive_SD_381	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3810	bsubtilis_168_rbs_positive_SD_3810	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3812	bsubtilis_168_rbs_positive_SD_3812	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3813	bsubtilis_168_rbs_positive_SD_3813	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3815	bsubtilis_168_rbs_positive_SD_3815	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3816	bsubtilis_168_rbs_positive_SD_3816	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3817	bsubtilis_168_rbs_positive_SD_3817	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3818	bsubtilis_168_rbs_positive_SD_3818	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3819	bsubtilis_168_rbs_positive_SD_3819	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_382	bsubtilis_168_rbs_positive_SD_382	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3820	bsubtilis_168_rbs_positive_SD_3820	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3821	bsubtilis_168_rbs_positive_SD_3821	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3822	bsubtilis_168_rbs_positive_SD_3822	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3823	bsubtilis_168_rbs_positive_SD_3823	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3824	bsubtilis_168_rbs_positive_SD_3824	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3825	bsubtilis_168_rbs_positive_SD_3825	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3826	bsubtilis_168_rbs_positive_SD_3826	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3828	bsubtilis_168_rbs_positive_SD_3828	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_383	bsubtilis_168_rbs_positive_SD_383	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3830	bsubtilis_168_rbs_positive_SD_3830	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3831	bsubtilis_168_rbs_positive_SD_3831	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3832	bsubtilis_168_rbs_positive_SD_3832	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3833	bsubtilis_168_rbs_positive_SD_3833	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3835	bsubtilis_168_rbs_positive_SD_3835	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3837	bsubtilis_168_rbs_positive_SD_3837	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3838	bsubtilis_168_rbs_positive_SD_3838	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3839	bsubtilis_168_rbs_positive_SD_3839	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_384	bsubtilis_168_rbs_positive_SD_384	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3840	bsubtilis_168_rbs_positive_SD_3840	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3841	bsubtilis_168_rbs_positive_SD_3841	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3842	bsubtilis_168_rbs_positive_SD_3842	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3843	bsubtilis_168_rbs_positive_SD_3843	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3845	bsubtilis_168_rbs_positive_SD_3845	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3846	bsubtilis_168_rbs_positive_SD_3846	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3847	bsubtilis_168_rbs_positive_SD_3847	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3848	bsubtilis_168_rbs_positive_SD_3848	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_385	bsubtilis_168_rbs_positive_SD_385	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3850	bsubtilis_168_rbs_positive_SD_3850	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3851	bsubtilis_168_rbs_positive_SD_3851	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3852	bsubtilis_168_rbs_positive_SD_3852	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3853	bsubtilis_168_rbs_positive_SD_3853	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3854	bsubtilis_168_rbs_positive_SD_3854	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3855	bsubtilis_168_rbs_positive_SD_3855	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3856	bsubtilis_168_rbs_positive_SD_3856	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3857	bsubtilis_168_rbs_positive_SD_3857	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3858	bsubtilis_168_rbs_positive_SD_3858	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3859	bsubtilis_168_rbs_positive_SD_3859	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_386	bsubtilis_168_rbs_positive_SD_386	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3860	bsubtilis_168_rbs_positive_SD_3860	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3861	bsubtilis_168_rbs_positive_SD_3861	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3863	bsubtilis_168_rbs_positive_SD_3863	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3864	bsubtilis_168_rbs_positive_SD_3864	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3865	bsubtilis_168_rbs_positive_SD_3865	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3866	bsubtilis_168_rbs_positive_SD_3866	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3867	bsubtilis_168_rbs_positive_SD_3867	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3868	bsubtilis_168_rbs_positive_SD_3868	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3869	bsubtilis_168_rbs_positive_SD_3869	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_387	bsubtilis_168_rbs_positive_SD_387	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3870	bsubtilis_168_rbs_positive_SD_3870	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3871	bsubtilis_168_rbs_positive_SD_3871	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3872	bsubtilis_168_rbs_positive_SD_3872	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3873	bsubtilis_168_rbs_positive_SD_3873	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3874	bsubtilis_168_rbs_positive_SD_3874	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3875	bsubtilis_168_rbs_positive_SD_3875	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3877	bsubtilis_168_rbs_positive_SD_3877	bsubtilis_168	Firmicutes	positive_SD
bsubtilis_168_rbs_positive_SD_3878	bsubtilis_168_rbs_positive_SD_3878	bsubtilis_168	Firmicutes	positive_SD
