window_id	label	organism	split
ecoli_K12_MG1655_prom_pos_7837	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7838	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7839	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7840	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7841	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7842	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7843	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7844	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7845	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7846	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7847	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7848	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7849	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7850	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7851	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7852	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7853	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7854	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7855	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7856	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7857	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7858	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7859	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7860	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7861	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7862	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7863	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7864	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7865	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7866	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7867	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7868	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7869	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7870	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7871	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7872	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7873	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7874	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7875	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7876	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7877	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7878	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7879	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7880	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7881	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7882	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7883	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7884	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7885	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7886	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7887	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7888	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7889	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7890	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7891	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7892	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7893	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7894	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7895	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7896	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7897	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7898	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7899	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7900	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7901	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7902	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7903	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7904	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7905	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7906	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7907	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7908	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7909	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7910	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7911	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7912	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7913	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7914	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7915	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7916	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7917	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7918	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7919	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7920	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7921	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7922	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7923	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7924	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7925	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7926	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7927	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7928	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7929	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7930	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7931	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7932	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7933	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7934	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7935	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7936	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7937	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7938	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7939	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7940	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7941	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7942	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7943	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7944	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7945	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7946	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7947	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7948	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7949	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7950	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7951	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7952	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7953	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7954	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7955	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7956	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7957	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7958	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7959	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7960	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7961	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7962	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7963	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7964	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7965	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7966	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7967	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7968	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7969	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7970	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7971	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7972	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7973	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7974	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7975	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7976	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7977	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7978	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7979	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7980	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7981	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7982	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7983	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7984	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7985	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7986	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7987	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7988	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7989	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7990	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7991	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7992	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7993	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_7994	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7995	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7996	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7997	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7998	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_7999	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8000	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8001	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8002	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8003	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8004	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8005	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8006	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8007	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8008	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8009	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8010	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8011	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8012	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8013	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8014	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8015	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8016	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8017	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8018	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8019	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8020	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8021	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8022	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8023	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8024	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8025	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8026	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8027	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8028	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8029	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8030	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8031	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8032	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8033	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8034	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8035	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8036	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8037	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8038	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8039	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8040	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8041	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8042	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8043	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8044	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8045	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8046	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8047	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8048	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8049	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8050	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8051	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8052	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8053	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8054	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8055	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8056	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8057	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8058	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8059	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8060	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8061	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8062	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8063	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8064	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8065	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8066	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8067	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8068	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8069	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8070	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8071	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8072	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8073	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8074	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8075	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8076	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8077	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8078	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8079	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8080	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8081	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8082	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8083	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8084	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8085	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8086	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8087	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8088	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8089	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8090	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8091	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8092	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8093	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8094	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8095	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8096	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8097	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8098	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8099	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8100	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8101	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8102	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8103	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8104	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8105	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8106	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8107	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8108	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8109	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8110	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8111	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8112	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8113	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8114	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8115	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8116	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8117	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8118	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8119	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8120	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8121	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8122	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8123	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8124	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8125	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8126	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8127	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8128	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8129	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8130	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8131	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8132	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8133	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8134	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8135	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8136	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8137	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8138	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8139	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8140	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8141	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8142	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8143	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8144	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8145	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8146	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8147	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8148	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8149	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8150	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8151	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8152	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8153	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8154	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8155	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8156	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8157	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8158	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8159	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8160	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8161	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8162	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8163	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8164	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8165	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8166	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8167	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8168	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8169	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8170	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8171	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8172	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8173	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8174	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8175	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8176	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8177	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8178	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8179	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8180	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8181	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8182	positive	ecoli_K12_MG1655	val
ecoli_K12_MG1655_prom_pos_8183	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8184	positive	ecoli_K12_MG1655	train
ecoli_K12_MG1655_prom_pos_8185	positive	ecoli_K12_MG1655	train
