window_id	cluster_rep	organism	phylum
ecoli_K12_MG1655_prom_pos_2964	ecoli_K12_MG1655_prom_pos_2960	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2965	ecoli_K12_MG1655_prom_pos_2967	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2966	ecoli_K12_MG1655_prom_pos_2967	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2967	ecoli_K12_MG1655_prom_pos_2967	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2968	ecoli_K12_MG1655_prom_pos_2968	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2969	ecoli_K12_MG1655_prom_pos_2969	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_297	ecoli_K12_MG1655_prom_pos_297	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2970	ecoli_K12_MG1655_prom_pos_1714	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2971	ecoli_K12_MG1655_prom_pos_2971	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2972	ecoli_K12_MG1655_prom_pos_2972	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2973	ecoli_K12_MG1655_prom_pos_2975	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2974	ecoli_K12_MG1655_prom_pos_2975	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2975	ecoli_K12_MG1655_prom_pos_2975	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2976	ecoli_K12_MG1655_prom_pos_2976	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2977	ecoli_K12_MG1655_prom_pos_2977	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2978	ecoli_K12_MG1655_prom_pos_2978	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2979	ecoli_K12_MG1655_prom_pos_5525	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_298	ecoli_K12_MG1655_prom_pos_298	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2980	ecoli_K12_MG1655_prom_pos_2983	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2981	ecoli_K12_MG1655_prom_pos_2983	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2982	ecoli_K12_MG1655_prom_pos_2982	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2983	ecoli_K12_MG1655_prom_pos_2983	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2984	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2985	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2986	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2987	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2989	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_299	ecoli_K12_MG1655_prom_pos_298	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2990	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2991	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2992	ecoli_K12_MG1655_prom_pos_2988	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2993	ecoli_K12_MG1655_prom_pos_2993	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2994	ecoli_K12_MG1655_prom_pos_2994	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2995	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2996	ecoli_K12_MG1655_prom_pos_2994	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2997	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2998	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3	ecoli_K12_MG1655_prom_pos_3	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_30	ecoli_K12_MG1655_prom_pos_32	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_300	ecoli_K12_MG1655_prom_pos_300	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3000	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3001	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3002	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3003	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3004	ecoli_K12_MG1655_prom_pos_7237	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3005	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3006	ecoli_K12_MG1655_prom_pos_2999	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3007	ecoli_K12_MG1655_prom_pos_3009	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3008	ecoli_K12_MG1655_prom_pos_3009	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3009	ecoli_K12_MG1655_prom_pos_3009	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_301	ecoli_K12_MG1655_prom_pos_301	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3010	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3011	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3012	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3013	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3015	ecoli_K12_MG1655_prom_pos_7237	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3016	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3017	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3018	ecoli_K12_MG1655_prom_pos_3014	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3019	ecoli_K12_MG1655_prom_pos_3019	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_302	ecoli_K12_MG1655_prom_pos_302	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3020	ecoli_K12_MG1655_prom_pos_3020	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3021	ecoli_K12_MG1655_prom_pos_3021	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3022	ecoli_K12_MG1655_prom_pos_3024	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3023	ecoli_K12_MG1655_prom_pos_3024	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3024	ecoli_K12_MG1655_prom_pos_3024	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3025	ecoli_K12_MG1655_prom_pos_7235	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3026	ecoli_K12_MG1655_prom_pos_3026	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3027	ecoli_K12_MG1655_prom_pos_6926	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3028	ecoli_K12_MG1655_prom_pos_6926	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3029	ecoli_K12_MG1655_prom_pos_3029	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_303	ecoli_K12_MG1655_prom_pos_302	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3030	ecoli_K12_MG1655_prom_pos_8023	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3031	ecoli_K12_MG1655_prom_pos_3031	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3032	ecoli_K12_MG1655_prom_pos_3031	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3033	ecoli_K12_MG1655_prom_pos_3033	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3034	ecoli_K12_MG1655_prom_pos_3037	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3035	ecoli_K12_MG1655_prom_pos_3035	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3036	ecoli_K12_MG1655_prom_pos_3037	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3037	ecoli_K12_MG1655_prom_pos_3037	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3038	ecoli_K12_MG1655_prom_pos_4895	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3039	ecoli_K12_MG1655_prom_pos_3040	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_304	ecoli_K12_MG1655_prom_pos_304	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3040	ecoli_K12_MG1655_prom_pos_3040	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3041	ecoli_K12_MG1655_prom_pos_3040	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3042	ecoli_K12_MG1655_prom_pos_6499	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3043	ecoli_K12_MG1655_prom_pos_3044	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3044	ecoli_K12_MG1655_prom_pos_3044	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3045	ecoli_K12_MG1655_prom_pos_3045	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3046	ecoli_K12_MG1655_prom_pos_3046	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3047	ecoli_K12_MG1655_prom_pos_3047	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3048	ecoli_K12_MG1655_prom_pos_3048	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3049	ecoli_K12_MG1655_prom_pos_3049	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_305	ecoli_K12_MG1655_prom_pos_304	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3050	ecoli_K12_MG1655_prom_pos_3051	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3051	ecoli_K12_MG1655_prom_pos_3051	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3052	ecoli_K12_MG1655_prom_pos_3054	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3053	ecoli_K12_MG1655_prom_pos_3053	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3054	ecoli_K12_MG1655_prom_pos_3054	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3055	ecoli_K12_MG1655_prom_pos_3055	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3056	ecoli_K12_MG1655_prom_pos_7082	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3057	ecoli_K12_MG1655_prom_pos_3058	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3058	ecoli_K12_MG1655_prom_pos_3058	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3059	ecoli_K12_MG1655_prom_pos_3058	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_306	ecoli_K12_MG1655_prom_pos_311	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3060	ecoli_K12_MG1655_prom_pos_3062	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3061	ecoli_K12_MG1655_prom_pos_3062	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3062	ecoli_K12_MG1655_prom_pos_3062	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3063	ecoli_K12_MG1655_prom_pos_3075	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3064	ecoli_K12_MG1655_prom_pos_3064	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3065	ecoli_K12_MG1655_prom_pos_3065	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3066	ecoli_K12_MG1655_prom_pos_3066	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3067	ecoli_K12_MG1655_prom_pos_4915	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3068	ecoli_K12_MG1655_prom_pos_3068	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3069	ecoli_K12_MG1655_prom_pos_8484	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_307	ecoli_K12_MG1655_prom_pos_509	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3070	ecoli_K12_MG1655_prom_pos_3070	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3071	ecoli_K12_MG1655_prom_pos_8540	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3072	ecoli_K12_MG1655_prom_pos_3076	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3073	ecoli_K12_MG1655_prom_pos_4090	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3074	ecoli_K12_MG1655_prom_pos_3074	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3075	ecoli_K12_MG1655_prom_pos_3075	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3076	ecoli_K12_MG1655_prom_pos_3076	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3077	ecoli_K12_MG1655_prom_pos_3078	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3078	ecoli_K12_MG1655_prom_pos_3078	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3079	ecoli_K12_MG1655_prom_pos_3079	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_308	ecoli_K12_MG1655_prom_pos_308	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3080	ecoli_K12_MG1655_prom_pos_3080	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3081	ecoli_K12_MG1655_prom_pos_5410	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3082	ecoli_K12_MG1655_prom_pos_3083	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3083	ecoli_K12_MG1655_prom_pos_3083	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3084	ecoli_K12_MG1655_prom_pos_3084	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3085	ecoli_K12_MG1655_prom_pos_3093	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3086	ecoli_K12_MG1655_prom_pos_3086	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3087	ecoli_K12_MG1655_prom_pos_4997	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3088	ecoli_K12_MG1655_prom_pos_3088	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3089	ecoli_K12_MG1655_prom_pos_6021	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_309	ecoli_K12_MG1655_prom_pos_311	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3090	ecoli_K12_MG1655_prom_pos_3090	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3091	ecoli_K12_MG1655_prom_pos_3091	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3092	ecoli_K12_MG1655_prom_pos_3092	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3093	ecoli_K12_MG1655_prom_pos_3093	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3094	ecoli_K12_MG1655_prom_pos_3095	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3095	ecoli_K12_MG1655_prom_pos_3095	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3096	ecoli_K12_MG1655_prom_pos_3096	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3097	ecoli_K12_MG1655_prom_pos_3097	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3098	ecoli_K12_MG1655_prom_pos_3098	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3099	ecoli_K12_MG1655_prom_pos_3100	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_31	ecoli_K12_MG1655_prom_pos_32	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_310	ecoli_K12_MG1655_prom_pos_311	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3100	ecoli_K12_MG1655_prom_pos_3100	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3101	ecoli_K12_MG1655_prom_pos_3101	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3102	ecoli_K12_MG1655_prom_pos_3102	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3103	ecoli_K12_MG1655_prom_pos_3103	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3104	ecoli_K12_MG1655_prom_pos_3104	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3105	ecoli_K12_MG1655_prom_pos_3105	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3106	ecoli_K12_MG1655_prom_pos_3106	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3107	ecoli_K12_MG1655_prom_pos_3107	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3108	ecoli_K12_MG1655_prom_pos_3108	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3109	ecoli_K12_MG1655_prom_pos_5581	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_311	ecoli_K12_MG1655_prom_pos_311	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3110	ecoli_K12_MG1655_prom_pos_3111	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3111	ecoli_K12_MG1655_prom_pos_3111	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3112	ecoli_K12_MG1655_prom_pos_3111	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3113	ecoli_K12_MG1655_prom_pos_3111	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3114	ecoli_K12_MG1655_prom_pos_3114	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3115	ecoli_K12_MG1655_prom_pos_3154	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3116	ecoli_K12_MG1655_prom_pos_5584	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3117	ecoli_K12_MG1655_prom_pos_3118	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3118	ecoli_K12_MG1655_prom_pos_3118	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3119	ecoli_K12_MG1655_prom_pos_3119	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_312	ecoli_K12_MG1655_prom_pos_311	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3120	ecoli_K12_MG1655_prom_pos_3120	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3121	ecoli_K12_MG1655_prom_pos_3121	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3122	ecoli_K12_MG1655_prom_pos_3122	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3123	ecoli_K12_MG1655_prom_pos_3124	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3124	ecoli_K12_MG1655_prom_pos_3124	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3125	ecoli_K12_MG1655_prom_pos_3124	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3126	ecoli_K12_MG1655_prom_pos_3154	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3127	ecoli_K12_MG1655_prom_pos_3127	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3128	ecoli_K12_MG1655_prom_pos_3128	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3129	ecoli_K12_MG1655_prom_pos_3129	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_313	ecoli_K12_MG1655_prom_pos_313	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3130	ecoli_K12_MG1655_prom_pos_3130	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3131	ecoli_K12_MG1655_prom_pos_8046	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3132	ecoli_K12_MG1655_prom_pos_1257	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3133	ecoli_K12_MG1655_prom_pos_317	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3134	ecoli_K12_MG1655_prom_pos_8036	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3135	ecoli_K12_MG1655_prom_pos_3135	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3136	ecoli_K12_MG1655_prom_pos_3136	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3137	ecoli_K12_MG1655_prom_pos_3154	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3138	ecoli_K12_MG1655_prom_pos_5969	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3139	ecoli_K12_MG1655_prom_pos_3139	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_314	ecoli_K12_MG1655_prom_pos_314	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3140	ecoli_K12_MG1655_prom_pos_5967	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3141	ecoli_K12_MG1655_prom_pos_3141	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3142	ecoli_K12_MG1655_prom_pos_3141	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3143	ecoli_K12_MG1655_prom_pos_3143	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3144	ecoli_K12_MG1655_prom_pos_3154	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3145	ecoli_K12_MG1655_prom_pos_3146	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3146	ecoli_K12_MG1655_prom_pos_3146	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3147	ecoli_K12_MG1655_prom_pos_8043	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_3148	ecoli_K12_MG1655_prom_pos_3148	ecoli_K12_MG1655	Gammaproteobacteria
