window_id	cluster_rep	organism	phylum	label
mtuberculosis_H37Rv_rho_positive_rho_t1_106	mtuberculosis_H37Rv_rho_positive_rho_t1_106	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_107	mtuberculosis_H37Rv_rho_positive_rho_t1_107	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_108	mtuberculosis_H37Rv_rho_positive_rho_t1_108	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_109	mtuberculosis_H37Rv_rho_positive_rho_t1_109	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_11	mtuberculosis_H37Rv_rho_positive_rho_t1_11	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_110	mtuberculosis_H37Rv_rho_positive_rho_t1_110	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_111	mtuberculosis_H37Rv_rho_positive_rho_t1_111	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_112	mtuberculosis_H37Rv_rho_positive_rho_t1_112	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_113	mtuberculosis_H37Rv_rho_positive_rho_t1_113	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_114	mtuberculosis_H37Rv_rho_positive_rho_t1_114	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_115	mtuberculosis_H37Rv_rho_positive_rho_t1_115	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_116	mtuberculosis_H37Rv_rho_positive_rho_t1_116	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_117	mtuberculosis_H37Rv_rho_positive_rho_t1_117	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_118	mtuberculosis_H37Rv_rho_positive_rho_t1_118	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_119	mtuberculosis_H37Rv_rho_positive_rho_t1_119	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_12	mtuberculosis_H37Rv_rho_positive_rho_t1_12	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_120	mtuberculosis_H37Rv_rho_positive_rho_t1_120	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_121	mtuberculosis_H37Rv_rho_positive_rho_t1_121	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_122	mtuberculosis_H37Rv_rho_positive_rho_t1_122	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_123	mtuberculosis_H37Rv_rho_positive_rho_t1_123	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_124	mtuberculosis_H37Rv_rho_positive_rho_t1_124	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_125	mtuberculosis_H37Rv_rho_positive_rho_t1_125	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_126	mtuberculosis_H37Rv_rho_positive_rho_t1_126	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_127	mtuberculosis_H37Rv_rho_positive_rho_t1_127	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_128	mtuberculosis_H37Rv_rho_positive_rho_t1_150	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_129	mtuberculosis_H37Rv_rho_positive_rho_t1_129	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_13	mtuberculosis_H37Rv_rho_positive_rho_t1_13	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_130	mtuberculosis_H37Rv_rho_positive_rho_t1_rsr_517	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_131	mtuberculosis_H37Rv_rho_positive_rho_t1_131	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_132	mtuberculosis_H37Rv_rho_positive_rho_t1_132	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_133	mtuberculosis_H37Rv_rho_positive_rho_t1_133	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_134	mtuberculosis_H37Rv_rho_positive_rho_t1_134	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_135	mtuberculosis_H37Rv_rho_positive_rho_t1_135	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_136	mtuberculosis_H37Rv_rho_positive_rho_t1_136	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_137	mtuberculosis_H37Rv_rho_positive_rho_t1_137	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_138	mtuberculosis_H37Rv_rho_positive_rho_t1_138	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_139	mtuberculosis_H37Rv_rho_positive_rho_t1_139	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_14	mtuberculosis_H37Rv_rho_positive_rho_t1_14	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_140	mtuberculosis_H37Rv_rho_positive_rho_t1_140	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_141	mtuberculosis_H37Rv_rho_positive_rho_t1_141	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_142	mtuberculosis_H37Rv_rho_positive_rho_t1_142	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_143	mtuberculosis_H37Rv_rho_positive_rho_t1_143	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_144	mtuberculosis_H37Rv_rho_positive_rho_t1_144	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_145	mtuberculosis_H37Rv_rho_positive_rho_t1_145	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_146	mtuberculosis_H37Rv_rho_positive_rho_t1_146	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_147	mtuberculosis_H37Rv_rho_positive_rho_t1_147	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_148	mtuberculosis_H37Rv_rho_positive_rho_t1_148	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_149	mtuberculosis_H37Rv_rho_positive_rho_t1_149	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_15	mtuberculosis_H37Rv_rho_positive_rho_t1_15	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_150	mtuberculosis_H37Rv_rho_positive_rho_t1_150	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_151	mtuberculosis_H37Rv_rho_positive_rho_t1_151	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_152	mtuberculosis_H37Rv_rho_positive_rho_t1_152	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_153	mtuberculosis_H37Rv_rho_positive_rho_t1_153	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_154	mtuberculosis_H37Rv_rho_positive_rho_t1_154	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_155	mtuberculosis_H37Rv_rho_positive_rho_t1_155	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_156	mtuberculosis_H37Rv_rho_positive_rho_t1_156	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_157	mtuberculosis_H37Rv_rho_positive_rho_t1_157	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_158	mtuberculosis_H37Rv_rho_positive_rho_t1_158	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_159	mtuberculosis_H37Rv_rho_positive_rho_t1_159	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_16	mtuberculosis_H37Rv_rho_positive_rho_t1_16	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_160	mtuberculosis_H37Rv_rho_positive_rho_t1_160	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_161	mtuberculosis_H37Rv_rho_positive_rho_t1_161	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_162	mtuberculosis_H37Rv_rho_positive_rho_t1_162	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_163	mtuberculosis_H37Rv_rho_positive_rho_t1_163	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_164	mtuberculosis_H37Rv_rho_positive_rho_t1_164	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_165	mtuberculosis_H37Rv_rho_positive_rho_t1_165	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_166	mtuberculosis_H37Rv_rho_positive_rho_t1_166	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_167	mtuberculosis_H37Rv_rho_positive_rho_t1_167	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_168	mtuberculosis_H37Rv_rho_positive_rho_t1_168	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_169	mtuberculosis_H37Rv_rho_positive_rho_t1_169	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_17	mtuberculosis_H37Rv_rho_positive_rho_t1_17	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_170	mtuberculosis_H37Rv_rho_positive_rho_t1_170	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_171	mtuberculosis_H37Rv_rho_positive_rho_t1_171	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_172	mtuberculosis_H37Rv_rho_positive_rho_t1_172	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_173	mtuberculosis_H37Rv_rho_positive_rho_t1_173	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_174	mtuberculosis_H37Rv_rho_positive_rho_t1_174	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_175	mtuberculosis_H37Rv_rho_positive_rho_t1_175	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_176	mtuberculosis_H37Rv_rho_positive_rho_t1_176	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_177	mtuberculosis_H37Rv_rho_positive_rho_t1_177	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_178	mtuberculosis_H37Rv_rho_positive_rho_t1_178	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_179	mtuberculosis_H37Rv_rho_positive_rho_t1_179	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_18	mtuberculosis_H37Rv_rho_positive_rho_t1_18	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_180	mtuberculosis_H37Rv_rho_positive_rho_t1_180	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_181	mtuberculosis_H37Rv_rho_positive_rho_t1_181	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_182	mtuberculosis_H37Rv_rho_positive_rho_t1_182	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_183	mtuberculosis_H37Rv_rho_positive_rho_t1_183	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_184	mtuberculosis_H37Rv_rho_positive_rho_t1_184	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_185	mtuberculosis_H37Rv_rho_positive_rho_t1_185	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_186	mtuberculosis_H37Rv_rho_positive_rho_t1_186	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_187	mtuberculosis_H37Rv_rho_positive_rho_t1_187	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_188	mtuberculosis_H37Rv_rho_positive_rho_t1_188	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_189	mtuberculosis_H37Rv_rho_positive_rho_t1_189	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_19	mtuberculosis_H37Rv_rho_positive_rho_t1_19	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_190	mtuberculosis_H37Rv_rho_positive_rho_t1_190	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_191	mtuberculosis_H37Rv_rho_positive_rho_t1_191	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_192	mtuberculosis_H37Rv_rho_positive_rho_t1_192	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_193	mtuberculosis_H37Rv_rho_positive_rho_t1_193	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_194	mtuberculosis_H37Rv_rho_positive_rho_t1_194	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_195	mtuberculosis_H37Rv_rho_positive_rho_t1_195	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_196	mtuberculosis_H37Rv_rho_positive_rho_t1_196	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_197	mtuberculosis_H37Rv_rho_positive_rho_t1_197	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_198	mtuberculosis_H37Rv_rho_positive_rho_t1_198	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_199	mtuberculosis_H37Rv_rho_positive_rho_t1_199	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_2	mtuberculosis_H37Rv_rho_positive_rho_t1_2	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_20	mtuberculosis_H37Rv_rho_positive_rho_t1_20	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_200	mtuberculosis_H37Rv_rho_positive_rho_t1_200	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_201	mtuberculosis_H37Rv_rho_positive_rho_t1_201	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_202	mtuberculosis_H37Rv_rho_positive_rho_t1_202	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_203	mtuberculosis_H37Rv_rho_positive_rho_t1_203	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_204	mtuberculosis_H37Rv_rho_positive_rho_t1_204	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_205	mtuberculosis_H37Rv_rho_positive_rho_t1_205	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_206	mtuberculosis_H37Rv_rho_positive_rho_t1_206	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_207	mtuberculosis_H37Rv_rho_positive_rho_t1_207	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_208	mtuberculosis_H37Rv_rho_positive_rho_t1_208	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_209	mtuberculosis_H37Rv_rho_positive_rho_t1_209	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_21	mtuberculosis_H37Rv_rho_positive_rho_t1_21	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_210	mtuberculosis_H37Rv_rho_positive_rho_t1_210	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_211	mtuberculosis_H37Rv_rho_positive_rho_t1_211	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_212	mtuberculosis_H37Rv_rho_positive_rho_t1_212	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_213	mtuberculosis_H37Rv_rho_positive_rho_t1_213	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_214	mtuberculosis_H37Rv_rho_positive_rho_t1_214	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_215	mtuberculosis_H37Rv_rho_positive_rho_t1_215	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_216	mtuberculosis_H37Rv_rho_positive_rho_t1_216	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_217	mtuberculosis_H37Rv_rho_positive_rho_t1_217	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_218	mtuberculosis_H37Rv_rho_positive_rho_t1_218	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_219	mtuberculosis_H37Rv_rho_positive_rho_t1_219	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_22	mtuberculosis_H37Rv_rho_positive_rho_t1_22	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_220	mtuberculosis_H37Rv_rho_positive_rho_t1_220	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_221	mtuberculosis_H37Rv_rho_positive_rho_t1_221	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_222	mtuberculosis_H37Rv_rho_positive_rho_t1_222	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_223	mtuberculosis_H37Rv_rho_positive_rho_t1_223	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_224	mtuberculosis_H37Rv_rho_positive_rho_t1_224	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_225	mtuberculosis_H37Rv_rho_positive_rho_t1_225	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_226	mtuberculosis_H37Rv_rho_positive_rho_t1_226	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_227	mtuberculosis_H37Rv_rho_positive_rho_t1_227	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_228	mtuberculosis_H37Rv_rho_positive_rho_t1_228	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_229	mtuberculosis_H37Rv_rho_positive_rho_t1_229	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_23	mtuberculosis_H37Rv_rho_positive_rho_t1_23	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_230	mtuberculosis_H37Rv_rho_positive_rho_t1_230	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_231	mtuberculosis_H37Rv_rho_positive_rho_t1_231	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_232	mtuberculosis_H37Rv_rho_positive_rho_t1_232	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_233	mtuberculosis_H37Rv_rho_positive_rho_t1_233	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_234	mtuberculosis_H37Rv_rho_positive_rho_t1_234	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_235	mtuberculosis_H37Rv_rho_positive_rho_t1_235	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_236	mtuberculosis_H37Rv_rho_positive_rho_t1_236	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_237	mtuberculosis_H37Rv_rho_positive_rho_t1_237	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_238	mtuberculosis_H37Rv_rho_positive_rho_t1_238	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_239	mtuberculosis_H37Rv_rho_positive_rho_t1_239	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_24	mtuberculosis_H37Rv_rho_positive_rho_t1_24	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_240	mtuberculosis_H37Rv_rho_positive_rho_t1_240	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_241	mtuberculosis_H37Rv_rho_positive_rho_t1_241	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_242	mtuberculosis_H37Rv_rho_positive_rho_t1_242	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_243	mtuberculosis_H37Rv_rho_positive_rho_t1_243	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_244	mtuberculosis_H37Rv_rho_positive_rho_t1_244	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_245	mtuberculosis_H37Rv_rho_positive_rho_t1_245	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_246	mtuberculosis_H37Rv_rho_positive_rho_t1_246	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_247	mtuberculosis_H37Rv_rho_positive_rho_t1_247	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_248	mtuberculosis_H37Rv_rho_positive_rho_t1_248	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_249	mtuberculosis_H37Rv_rho_positive_rho_t1_249	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
mtuberculosis_H37Rv_rho_positive_rho_t1_25	mtuberculosis_H37Rv_rho_positive_rho_t1_25	mtuberculosis_H37Rv	Actinobacteria	positive_rho_t1
